{'ss_customer_sk': 67006.0, 'ss_sold_date_sk': 2451813.0, 'ss_quantity': 79.0, 'ss_sales_price': 2.8},
{'d_date_sk': 63, 'd_date': '1900-03-06'},
{'d_date_sk': 64, 'd_date': '1900-03-07'},
{'d_date_sk': 65, 'd_date': '1900-03-08'},
{'d_date_sk': 66, 'd_date': '1900-03-09'},
{'d_date_sk': 67, 'd_date': '1900-03-10'},
{'d_date_sk': 68, 'd_date': '1900-03-11'},
{'d_date_sk': 69, 'd_date': '1900-03-12'},
{'d_date_sk': 70, 'd_date': '1900-03-13'},
{'d_date_sk': 71, 'd_date': '1900-03-14'},
{'d_date_sk': 72, 'd_date': '1900-03-15'},
{'d_date_sk': 73, 'd_date': '1900-03-16'},
{'d_date_sk': 74, 'd_date': '1900-03-17'},
{'d_date_sk': 75, 'd_date': '1900-03-18'},
{'d_date_sk': 76, 'd_date': '1900-03-19'},
{'d_date_sk': 77, 'd_date': '1900-03-20'},
{'d_date_sk': 78, 'd_date': '1900-03-21'},
{'d_date_sk': 79, 'd_date': '1900-03-22'},
{'d_date_sk': 80, 'd_date': '1900-03-23'},
{'d_date_sk': 81, 'd_date': '1900-03-24'},
{'d_date_sk': 82, 'd_date': '1900-03-25'},
{'d_date_sk': 83, 'd_date': '1900-03-26'},
{'d_date_sk': 84, 'd_date': '1900-03-27'},
{'d_date_sk': 85, 'd_date': '1900-03-28'},
{'d_date_sk': 86, 'd_date': '1900-03-29'},
{'d_date_sk': 87, 'd_date': '1900-03-30'},
{'d_date_sk': 88, 'd_date': '1900-03-31'},
{'d_date_sk': 89, 'd_date': '1900-04-01'},
{'d_date_sk': 90, 'd_date': '1900-04-02'},
{'d_date_sk': 91, 'd_date': '1900-04-03'},
{'d_date_sk': 92, 'd_date': '1900-04-04'},
{'d_date_sk': 93, 'd_date': '1900-04-05'},
{'d_date_sk': 94, 'd_date': '1900-04-06'},
{'d_date_sk': 95, 'd_date': '1900-04-07'},
{'d_date_sk': 96, 'd_date': '1900-04-08'},
{'d_date_sk': 97, 'd_date': '1900-04-09'},
{'d_date_sk': 98, 'd_date': '1900-04-10'},
{'d_date_sk': 99, 'd_date': '1900-04-11'},
{'d_date_sk': 100, 'd_date': '1900-04-12'},
{'d_date_sk': 101, 'd_date': '1900-04-13'},
{'d_date_sk': 102, 'd_date': '1900-04-14'},
{'d_date_sk': 103, 'd_date': '1900-04-15'},
{'d_date_sk': 104, 'd_date': '1900-04-16'},
{'d_date_sk': 105, 'd_date': '1900-04-17'},
{'d_date_sk': 106, 'd_date': '1900-04-18'},
{'d_date_sk': 107, 'd_date': '1900-04-19'},
{'d_date_sk': 108, 'd_date': '1900-04-20'},
{'d_date_sk': 109, 'd_date': '1900-04-21'},
{'d_date_sk': 110, 'd_date': '1900-04-22'},
{'d_date_sk': 111, 'd_date': '1900-04-23'},
{'d_date_sk': 112, 'd_date': '1900-04-24'},
{'d_date_sk': 113, 'd_date': '1900-04-25'},
{'d_date_sk': 114, 'd_date': '1900-04-26'},
{'d_date_sk': 115, 'd_date': '1900-04-27'},
{'d_date_sk': 116, 'd_date': '1900-04-28'},
{'d_date_sk': 117, 'd_date': '1900-04-29'},
{'d_date_sk': 118, 'd_date': '1900-04-30'},
{'d_date_sk': 119, 'd_date': '1900-05-01'},
{'d_date_sk': 120, 'd_date': '1900-05-02'},
{'d_date_sk': 121, 'd_date': '1900-05-03'},
{'d_date_sk': 122, 'd_date': '1900-05-04'},
{'d_date_sk': 123, 'd_date': '1900-05-05'},
{'d_date_sk': 124, 'd_date': '1900-05-06'},
{'d_date_sk': 125, 'd_date': '1900-05-07'},
{'d_date_sk': 126, 'd_date': '1900-05-08'},
{'d_date_sk': 127, 'd_date': '1900-05-09'},
{'d_date_sk': 128, 'd_date': '1900-05-10'},
{'d_date_sk': 129, 'd_date': '1900-05-11'},
{'d_date_sk': 130, 'd_date': '1900-05-12'},
{'d_date_sk': 131, 'd_date': '1900-05-13'},
{'d_date_sk': 132, 'd_date': '1900-05-14'},
{'d_date_sk': 133, 'd_date': '1900-05-15'},
{'d_date_sk': 134, 'd_date': '1900-05-16'},
{'d_date_sk': 135, 'd_date': '1900-05-17'},
{'d_date_sk': 136, 'd_date': '1900-05-18'},
{'d_date_sk': 137, 'd_date': '1900-05-19'},
{'d_date_sk': 138, 'd_date': '1900-05-20'},
{'d_date_sk': 139, 'd_date': '1900-05-21'},
{'d_date_sk': 140, 'd_date': '1900-05-22'},
{'d_date_sk': 141, 'd_date': '1900-05-23'},
{'d_date_sk': 142, 'd_date': '1900-05-24'},
{'d_date_sk': 143, 'd_date': '1900-05-25'},
{'d_date_sk': 144, 'd_date': '1900-05-26'},
{'d_date_sk': 145, 'd_date': '1900-05-27'},
{'d_date_sk': 146, 'd_date': '1900-05-28'},
{'d_date_sk': 147, 'd_date': '1900-05-29'},
{'d_date_sk': 148, 'd_date': '1900-05-30'},
{'d_date_sk': 149, 'd_date': '1900-05-31'},
{'d_date_sk': 150, 'd_date': '1900-06-01'},
{'d_date_sk': 151, 'd_date': '1900-06-02'},
{'d_date_sk': 152, 'd_date': '1900-06-03'},
{'d_date_sk': 153, 'd_date': '1900-06-04'},
{'d_date_sk': 154, 'd_date': '1900-06-05'},
{'d_date_sk': 155, 'd_date': '1900-06-06'},
{'d_date_sk': 156, 'd_date': '1900-06-07'},
{'d_date_sk': 157, 'd_date': '1900-06-08'},
{'d_date_sk': 158, 'd_date': '1900-06-09'},
{'d_date_sk': 159, 'd_date': '1900-06-10'},
{'d_date_sk': 160, 'd_date': '1900-06-11'},
{'d_date_sk': 161, 'd_date': '1900-06-12'},
{'d_date_sk': 162, 'd_date': '1900-06-13'},
{'d_date_sk': 163, 'd_date': '1900-06-14'},
{'d_date_sk': 164, 'd_date': '1900-06-15'},
{'d_date_sk': 165, 'd_date': '1900-06-16'},
{'d_date_sk': 166, 'd_date': '1900-06-17'},
{'d_date_sk': 167, 'd_date': '1900-06-18'},
{'d_date_sk': 168, 'd_date': '1900-06-19'},
{'d_date_sk': 169, 'd_date': '1900-06-20'},
{'d_date_sk': 170, 'd_date': '1900-06-21'},
{'d_date_sk': 171, 'd_date': '1900-06-22'},
{'d_date_sk': 172, 'd_date': '1900-06-23'},
{'d_date_sk': 173, 'd_date': '1900-06-24'},
{'d_date_sk': 174, 'd_date': '1900-06-25'},
{'d_date_sk': 175, 'd_date': '1900-06-26'},
{'d_date_sk': 176, 'd_date': '1900-06-27'},
{'d_date_sk': 177, 'd_date': '1900-06-28'},
{'d_date_sk': 178, 'd_date': '1900-06-29'},
{'d_date_sk': 179, 'd_date': '1900-06-30'},
{'d_date_sk': 180, 'd_date': '1900-07-01'},
{'d_date_sk': 181, 'd_date': '1900-07-02'},
{'d_date_sk': 182, 'd_date': '1900-07-03'},
{'d_date_sk': 183, 'd_date': '1900-07-04'},
{'d_date_sk': 184, 'd_date': '1900-07-05'},
{'d_date_sk': 185, 'd_date': '1900-07-06'},
{'d_date_sk': 186, 'd_date': '1900-07-07'},
{'d_date_sk': 187, 'd_date': '1900-07-08'},
{'d_date_sk': 188, 'd_date': '1900-07-09'},
{'d_date_sk': 189, 'd_date': '1900-07-10'},
{'d_date_sk': 190, 'd_date': '1900-07-11'},
{'d_date_sk': 191, 'd_date': '1900-07-12'},
{'d_date_sk': 192, 'd_date': '1900-07-13'},
{'d_date_sk': 193, 'd_date': '1900-07-14'},
{'d_date_sk': 194, 'd_date': '1900-07-15'},
{'d_date_sk': 195, 'd_date': '1900-07-16'},
{'d_date_sk': 196, 'd_date': '1900-07-17'},
{'d_date_sk': 197, 'd_date': '1900-07-18'},
{'d_date_sk': 198, 'd_date': '1900-07-19'},
{'d_date_sk': 199, 'd_date': '1900-07-20'},
{'d_date_sk': 200, 'd_date': '1900-07-21'},
{'d_date_sk': 201, 'd_date': '1900-07-22'},
